,wind_velocity_1h
4995,1.6
26652,0.0
16163,0.0
14785,0.4
1198,0.3
20291,0.0
14831,0.0
11875,1.7
6426,0.2
1883,1.0
10816,0.2
20219,0.5
7303,0.0
17319,0.6
21083,0.3
9134,0.5
7096,0.4
1870,1.2
17957,0.8
20258,0.5
5420,1.1
1820,1.0
8187,0.6
1837,1.3
9479,0.2
11787,1.3
21084,0.2
963,0.2
13425,0.0
13385,0.2
27064,1.0
937,0.2
18586,0.6
23704,0.2
956,0.4
435,0.07
28490,0.0
25674,0.7
24402,0.1
25353,0.0
6025,1.0
7029,0.6
24624,0.9
25364,0.3
24154,0.7
8674,0.5
11090,1.1
14190,0.2
9154,0.2
11717,0.6
71,0.03
27247,0.0
10992,0.5
688,0.06
10545,0.0
18205,0.0
25614,1.1
26622,0.4
25127,0.2
15805,0.9
26183,1.4
16090,0.4
13691,0.1
20140,1.2
15167,0.7
8981,1.0
18141,0.0
1094,0.2
17254,0.8
12202,0.2
17702,0.5
366,0.0
21079,0.2
12494,0.7
11337,0.6
12411,0.9
2057,1.1
20565,0.3
17045,0.3
17943,0.7
21513,0.2
8645,0.6
11009,0.6
11712,0.2
13622,0.0
1463,0.9
21712,0.3
786,0.7
27882,0.2
23481,0.0
13997,0.3
5960,1.0
1925,1.2
24097,1.3
28112,0.0
9449,0.1
9693,0.9
453,0.02
15620,1.7
21730,0.5
8740,0.9
22771,2.4
27263,0.0
23998,0.8
1254,0.2
1167,0.2
10221,0.3
8368,1.4
8715,0.6
17161,0.8
21973,1.0
17145,0.4
28556,0.1
8609,1.7
16623,0.5
3126,0.0
738,0.6
12586,1.0
14779,0.5
11520,0.0
25367,0.7
24805,0.8
21901,0.4
3047,0.4
12774,0.0
22872,1.0
15607,0.7
15221,0.7
1343,1.3
18026,0.5
24088,1.0
21448,0.2
24243,0.0
5445,1.0
12255,0.0
16002,0.5
18991,0.1
13694,0.0
26743,0.0
14844,0.0
4500,1.8
15616,0.9
23549,0.0
1118,0.3
22175,1.0
13890,0.9
7626,1.3
22363,0.4
13784,0.9
19007,0.0
10560,0.3
27934,0.1
3764,0.0
24861,1.5
4737,2.1
8822,0.0
23533,0.6
13613,0.2
17285,0.3
27709,0.6
19288,0.8
12276,0.0
24824,0.5
17112,0.3
13412,0.0
15071,0.0
25803,0.2
16963,0.2
13916,0.7
2513,0.3
24667,0.7
4193,0.6
19903,0.6
17830,0.7
8390,1.3
12936,0.0
5482,1.3
23806,0.1
20717,1.6
19093,0.6
18207,0.4
21950,0.9
3333,0.6
10312,0.9
7961,0.0
1220,0.2
19642,0.3
23372,0.9
6064,0.7
25221,0.0
25206,0.3
18309,0.4
13536,0.0
2557,0.0
10095,0.2
23086,0.2
16815,0.3
7126,0.6
24163,0.6
10420,1.2
2001,1.6
11395,0.0
3911,0.3
24746,0.8
13708,0.2
25815,0.2
18661,1.0
16959,0.0
23857,0.0
27712,0.2
4278,1.1
4309,1.3
20234,0.3
13774,0.2
15498,0.2
6835,1.0
26941,0.9
13636,0.0
15733,0.7
23899,0.2
20345,0.5
25242,0.4
11109,0.9
8127,0.0
6052,0.6
26877,1.5
12823,0.0
9638,1.1
11274,0.7
20843,0.2
15293,1.6
28138,0.3
13246,0.8
26787,0.4
18085,0.4
4640,3.1
21127,0.0
17999,1.6
16826,0.0
3018,0.6
8660,0.4
19028,0.4
25210,0.0
21889,0.3
21677,0.2
2558,0.0
8111,0.2
5309,0.1
18064,0.3
9566,1.0
23715,0.2
3708,0.2
17762,0.6
8356,1.6
16357,0.2
15105,0.3
26855,0.9
26503,0.3
675,0.15
24020,1.3
25973,0.1
19145,0.0
22226,1.3
2450,0.3
15148,0.6
11643,0.2
26774,0.6
28519,0.3
14243,0.2
5128,0.0
24696,0.9
16156,0.1
15367,0.7
16891,0.0
11039,0.6
487,0.0
23239,0.5
27796,0.0
27656,0.4
26681,0.2
25292,0.0
16111,0.0
15262,1.6
21755,0.7
16862,0.0
20785,0.6
28199,0.8
7130,0.0
16791,0.4
18757,0.3
16076,0.7
12634,0.8
18766,1.1
22844,2.0
15549,0.8
13343,0.2
1996,2.0
27827,0.0
26284,1.1
9246,0.0
22955,0.3
13696,0.0
5471,0.9
14133,0.3
27390,0.2
19452,0.0
23760,0.0
15682,0.0
7152,0.3
3087,0.2
19210,1.3
17622,0.9
25019,0.0
2641,0.3
24012,1.2
18666,0.9
5752,0.2
1278,0.0
16553,0.5
10125,0.2
1876,1.0
12368,0.2
18379,0.2
261,0.03
4918,1.0
26015,0.0
15102,0.1
21454,0.5
15728,0.0
12183,0.0
15276,1.7
14741,0.4
8627,0.3
22291,1.0
25383,0.4
28575,0.2
1579,0.0
22699,2.3
1606,0.5
1208,0.2
26812,0.3
5161,0.0
718,0.6
20251,0.2
26760,0.2
23759,0.0
16566,0.6
26600,0.0
16485,0.3
23988,0.9
9115,0.6
6236,0.4
20044,1.9
16774,0.3
18198,0.0
7569,1.4
7189,0.4
276,0.04
22832,1.5
4745,1.1
19062,0.3
25418,2.0
18956,0.4
5156,0.2
6,0.08
8458,1.3
2756,0.5
22353,0.2
15396,1.4
8480,0.5
24149,0.7
3621,0.0
8212,1.0
26129,1.1
25231,0.2
2906,0.3
6530,0.0
26477,0.5
11213,1.3
16459,0.5
27088,0.4
16343,0.5
6662,0.2
24358,0.5
14947,0.4
19100,0.2
14731,0.4
14338,0.3
10131,0.0
26143,1.7
10513,0.0
7318,0.3
15537,0.5
15236,0.8
14757,1.3
13325,0.3
21962,1.1
28350,1.1
1202,0.2
8062,0.0
23193,0.4
20981,0.3
26773,0.7
1878,0.7
10056,0.0
15464,0.0
25705,0.7
6769,1.4
4474,1.1
7274,0.3
6643,0.3
23852,0.2
2551,0.3
18270,0.2
9948,0.0
27172,0.0
11860,1.2
2869,1.0
22156,1.8
7858,0.4
11456,0.5
18567,0.6
18660,0.3
12572,0.7
23137,0.3
4758,2.2
7785,0.0
28518,0.0
14696,0.4
22573,0.2
2300,0.0
18952,0.0
13448,0.0
8009,0.0
10882,0.4
2088,2.2
4495,1.1
15867,0.6
26947,0.7
20199,0.3
23216,0.5
7606,1.5
19710,0.0
23809,0.2
2381,0.0
9364,0.4
23403,1.2
20231,0.6
16140,0.4
3667,0.0
9071,1.2
26935,1.8
25148,0.0
22653,1.7
20067,1.2
24635,0.9
17273,0.9
14966,0.0
7044,1.5
11338,0.3
4018,0.5
4171,1.1
21620,0.0
21853,0.0
16740,0.3
6189,0.0
14976,0.2
28143,0.5
13881,0.2
19580,0.0
13576,0.0
13995,0.4
24229,0.2
11482,0.0
8539,0.7
20935,0.2
22586,0.3
10233,0.3
25975,0.0
8648,0.5
15822,0.5
23633,0.3
25715,0.2
12902,0.2
27217,0.0
15391,2.3
21122,0.0
5734,0.2
11089,0.9
26845,1.2
26817,0.9
13165,0.8
10993,0.4
27239,0.0
11176,1.0
10071,0.0
1092,0.0
19728,0.0
27323,0.2
22591,0.0
8892,1.0
10604,0.2
18410,0.0
902,0.3
6061,0.4
4746,2.0
21265,0.2
26990,0.9
116,0.03
2952,0.3
8281,1.6
19005,0.4
5596,0.0
13267,1.1
218,0.0
20980,0.3
1114,0.2
3166,0.7
10480,0.3
21258,0.3
28371,0.5
17385,0.5
26171,1.1
27299,0.0
5190,0.2
8665,0.9
28439,0.0
16011,0.4
5218,0.2
23315,1.1
12229,0.2
27229,0.0
27135,0.0
20954,0.2
18525,0.6
5417,0.8
12069,0.3
17628,0.3
6431,0.2
22258,1.2
23591,0.2
17391,0.3
27433,0.0
13231,1.0
15207,0.5
10476,0.4
11642,0.5
12871,0.1
18144,0.0
26086,0.8
4101,1.1
2271,1.2
14526,0.2
24432,0.5
9622,2.0
25109,0.0
19261,0.8
11561,0.4
13012,0.0
27355,0.2
11662,0.3
12090,0.2
27484,0.8
17209,0.6
1234,0.2
20197,0.5
28260,1.3
10413,0.5
3908,0.6
3205,0.2
7249,0.2
15553,0.3
17598,0.4
24525,0.0
17054,0.3
19085,0.1
414,0.02
379,0.0
13159,1.2
22423,0.4
23072,0.2
135,0.07
12673,0.0
27696,0.5
9039,0.8
14692,0.5
10446,1.4
19719,0.0
18762,0.5
367,0.0
26510,0.0
11647,0.2
27758,0.3
10674,0.0
4838,1.5
13399,0.3
28179,0.6
6101,0.5
28564,0.2
10668,0.0
18875,0.2
11432,0.2
12597,1.3
28489,0.0
532,0.02
21023,0.2
1439,1.0
25426,0.4
26949,1.0
5400,0.6
11676,0.5
26147,0.8
10447,0.5
23437,0.4
23883,0.0
19709,0.2
7078,1.5
27106,0.2
8278,2.1
20362,0.2
13644,0.1
4204,0.7
28071,0.0
23336,0.9
18606,0.6
23069,0.0
24463,0.2
20498,0.3
8516,0.9
12324,0.0
13936,0.5
17310,0.7
26869,0.5
9868,1.4
24489,0.4
10406,0.6
16064,0.3
20128,0.8
2384,0.3
5957,1.1
7952,0.2
19443,0.7
9107,0.6
17948,0.7
25074,0.0
8954,1.2
10136,0.3
14117,0.3
18391,0.0
15159,0.6
15784,0.2
7161,0.2
18843,0.4
22020,2.3
14995,0.0
15028,0.0
21386,0.4
27432,0.3
23565,0.4
10271,0.2
1360,0.7
6325,0.0
22676,1.3
206,0.05
19329,0.7
9503,0.5
2456,0.3
9233,0.2
751,0.9
21593,0.1
21364,0.5
10501,0.0
17130,0.3
12773,0.4
13040,0.0
7656,2.6
15360,1.2
27011,1.1
18214,0.2
1300,1.1
5186,0.3
14799,0.2
5828,0.6
25326,0.2
20013,1.7
28232,1.5
15632,1.0
14739,0.8
9582,1.5
15666,0.2
23060,0.0
21097,0.3
13907,1.2
20644,0.7
10041,0.0
7433,0.0
11755,0.6
14861,0.0
15970,0.8
13218,1.7
5830,0.4
9630,1.5
6741,0.6
13324,0.6
11703,0.5
26273,1.0
8921,0.9
1193,0.2
8056,0.2
835,0.6
2665,0.8
20343,0.4
5898,0.6
21785,0.3
24138,1.1
8450,1.1
18745,0.3
25112,0.2
26209,1.7
11414,0.0
13097,0.5
5668,0.2
20899,0.5
25104,0.3
23849,0.0
6172,1.2
18775,0.7
13950,0.7
28522,0.2
14213,0.8
8130,0.2
19006,0.2
13091,0.0
25443,1.2
14958,0.2
12480,0.8
2044,1.7
9515,0.4
11567,0.3
19400,0.8
10449,0.7
2534,0.3
13952,0.5
3879,0.6
26246,1.7
10010,0.3
15826,0.6
14374,0.0
10658,0.5
2081,1.6
1077,0.3
20672,0.8
19594,0.2
16932,0.5
21278,0.0
11941,0.4
5412,2.4
16030,0.2
17325,0.5
18220,0.3
11369,0.2
2724,0.5
9060,1.2
9238,0.2
12286,0.2
14467,0.0
3187,0.3
10159,0.2
20331,0.0
8054,0.0
3709,0.6
26632,0.1
8908,0.6
7182,0.7
16104,0.2
20076,0.9
10414,1.2
17712,0.4
4953,1.0
2995,0.4
21691,0.3
13176,0.5
17287,0.7
27939,0.0
15012,0.0
25290,0.0
3303,0.3
20124,1.5
4419,0.9
5857,0.2
25384,0.4
17228,1.0
4524,1.0
11195,1.1
21256,0.0
5055,0.5
25776,0.3
25129,0.3
3271,1.3
8134,0.0
20741,0.6
27335,0.0
26930,0.6
9156,0.2
18333,0.6
7003,0.8
24007,0.8
8022,0.0
21475,0.3
2141,1.7
128,0.05
20587,0.6
23847,0.0
1842,0.7
24577,0.0
22322,0.5
7565,0.7
8550,0.8
21733,0.0
14099,0.0
18986,0.5
5301,0.1
6065,0.4
9027,1.0
21031,0.0
20503,0.4
6737,0.0
1743,1.0
129,0.03
25652,0.4
24043,1.1
1240,0.3
9210,0.1
15642,0.9
9975,0.2
18515,0.3
16779,0.0
5515,1.2
1565,0.0
19808,0.0
19933,1.0
18256,0.0
11048,1.3
25474,1.6
21821,0.6
370,0.0
21342,0.4
12493,0.7
20859,0.3
24967,0.5
3736,0.2
19348,0.4
3134,0.0
10069,0.0
5241,0.4
7809,0.7
23293,0.9
16095,0.0
1986,1.6
21428,0.4
25770,0.0
26128,1.4
23972,0.3
15548,0.7
27674,0.9
16665,0.0
27703,0.8
13470,0.0
23555,0.1
17633,0.4
11972,0.8
28193,0.8
16888,0.0
21667,0.4
5353,0.6
20525,0.0
18116,0.0
24537,0.6
13166,1.4
28149,0.4
10298,1.4
10491,0.4
14286,0.0
21362,0.8
26313,0.8
26639,0.0
22734,2.9
17596,0.7
17937,0.9
28084,0.2
4899,0.3
874,0.4
21416,0.0
16985,0.0
26473,0.2
16447,0.2
21404,0.8
27804,0.1
26014,0.1
1578,0.0
11957,0.4
28533,0.6
6146,0.8
5487,1.5
10829,0.4
15057,0.0
22358,0.0
17959,1.7
26788,0.6
8075,0.0
14707,0.3
14306,0.0
15234,0.8
21410,0.5
9194,0.3
12033,0.6
7762,0.4
12156,0.0
18951,0.2
6932,2.0
19526,0.0
10191,0.2
17773,0.3
11543,0.1
25154,0.5
19865,0.0
19285,1.6
2559,0.0
9554,1.4
25821,0.5
27381,0.0
22274,1.1
12374,0.3
19785,0.0
26463,0.6
22822,2.1
7716,0.5
15524,1.0
14499,0.0
8090,0.0
26548,0.2
12283,0.1
4546,2.0
12158,0.0
18819,0.2
28357,1.8
24599,0.4
20223,0.4
22687,2.8
13024,0.0
25398,1.2
22729,2.8
17455,0.4
7795,0.1
4,0.06
12877,0.2
12570,0.7
19946,0.5
2094,2.4
7430,0.2
381,0.03
16381,1.2
13315,0.6
10606,0.2
3686,0.3
4416,1.6
5587,0.3
618,0.08
2402,0.2
1110,0.4
5780,0.3
18174,0.0
3002,0.0
22733,1.9
12629,0.0
16216,0.0
9303,0.6
23464,0.0
16324,0.3
18716,0.5
15247,0.8
7877,0.8
4725,1.6
4120,1.1
27252,0.0
10601,0.0
960,0.0
6535,0.0
24033,0.9
12849,0.0
3216,0.3
501,0.0
27259,0.1
12447,0.9
4179,0.5
9209,0.0
2117,1.7
23896,0.0
22039,3.2
7168,0.3
25475,2.3
1605,0.5
11398,0.5
26247,0.9
3873,0.2
321,0.0
2959,0.0
20306,0.4
4987,1.6
26533,0.1
6400,0.0
6355,0.2
3963,0.7
20278,0.3
16931,0.4
24049,1.6
6115,0.4
6319,0.0
4831,1.9
7237,0.4
4570,1.4
3531,0.6
8331,1.5
12323,0.0
4442,1.0
12663,0.0
18974,0.1
23944,1.1
23659,0.0
16983,0.0
9144,0.6
6084,0.6
426,0.02
16019,0.0
4719,1.2
267,0.03
22996,0.2
23973,0.7
21510,0.0
17361,0.0
6934,2.3
23381,1.4
11493,0.2
8083,0.0
27643,1.0
21498,0.0
19299,0.8
17877,0.6
