,air_temperature_1h
18791,2.4
22462,-5.3
6875,-2.8
9756,3.8
149,9.82
25589,6.3
25766,-2.5
13502,-2.5
14157,-1.8
26170,6.3
27504,1.7
5651,-12.7
15741,2.2
6581,-13.4
14938,-2.8
13118,-2.0
10675,-6.1
7705,-3.0
26237,7.5
6851,-3.7
25163,-3.5
24894,6.3
14814,1.0
14424,-3.0
12128,-6.1
26846,4.3
25523,9.1
5962,-10.3
6608,-14.0
21524,6.0
4900,-12.7
7641,-0.7
6046,-8.3
18676,5.5
17396,3.8
27455,-5.0
10661,-5.0
9193,-1.8
2652,-11.6
20887,4.0
26385,0.0
16743,-2.2
27096,1.5
6371,-6.3
23230,-1.2
6157,-5.0
18360,-0.7
14749,7.1
17813,5.3
2917,-1.5
25796,-2.5
1818,0.4
14378,-5.8
11959,1.4
19477,2.4
4260,-0.8
4217,0.5
26082,1.9
9677,6.5
16705,-0.2
13341,7.5
2000,-1.0
188,9.78
14493,-2.0
1429,3.0
4369,-4.1
1262,-9.8
5250,-19.7
16453,-1.0
5043,-16.4
18707,6.3
14297,-3.5
25732,-2.3
6099,-6.5
8704,-3.7
23907,-4.0
3858,-4.0
11060,1.5
17802,4.7
23735,-8.1
23295,1.5
23223,-1.8
18370,-1.8
13485,-1.8
6112,-6.5
858,-1.8
6341,-6.8
9151,-0.2
9500,-0.5
23670,-7.3
1554,2.4
1376,0.4
14895,-3.7
2750,-3.3
7643,-0.8
9439,0.5
6185,-5.0
17246,4.2
14836,-1.8
22802,4.5
27210,-4.1
22757,4.2
2085,-1.0
11301,-3.7
22313,-0.4
10391,2.5
21546,5.2
8928,2.0
16508,1.2
9253,-5.5
11259,-1.2
11822,5.0
12735,-2.8
19938,2.2
26291,6.0
20596,0.5
20265,-1.2
17771,1.9
14055,7.6
26682,-8.3
13781,-6.0
10942,-4.6
3738,-4.6
20074,4.5
23313,2.2
930,-4.5
15318,9.6
20898,3.2
7351,-16.2
19303,6.8
1645,1.2
15051,-7.0
19958,1.5
1070,-8.3
10457,2.2
26659,-7.4
6102,-6.5
2993,-6.3
2939,-4.0
27734,5.7
27664,13.1
11104,3.7
8092,-12.9
12085,-4.3
16282,-2.7
25351,2.4
7670,-1.7
13156,2.0
5025,-16.0
1179,-9.1
1389,0.9
18200,2.9
20592,0.0
6287,-6.3
18036,7.8
8070,-12.2
4476,-9.3
18878,-0.7
11792,3.8
4742,-11.1
11537,-9.6
26694,-8.3
14049,7.8
15590,5.5
20566,-3.3
15452,6.5
798,2.7
6656,-15.4
600,9.62
15261,4.7
12073,-4.0
1621,0.0
8552,-0.2
20814,7.8
17956,9.3
7558,-1.8
18452,-3.8
14710,8.1
21214,1.4
13719,-5.5
12711,-1.7
11844,5.2
12271,-8.6
20563,-3.5
7527,-3.0
27086,2.2
22330,-1.7
4425,-5.8
27474,-1.3
18612,5.0
11237,-0.2
1328,-4.1
20903,3.2
15989,5.8
323,9.68
12514,4.8
12948,-6.8
6076,-7.0
4961,-14.5
24922,5.0
22065,7.3
12139,-6.5
4598,-14.2
26717,-8.8
15214,0.0
16999,-5.6
21244,1.9
2212,-1.2
3701,-5.5
15968,7.1
954,-4.6
19811,-0.4
14062,6.8
2521,-10.6
15738,2.2
22888,-3.2
14611,3.5
25889,-5.5
28164,4.7
20423,-4.1
26415,-1.7
12079,-4.5
27844,-1.2
445,9.47
2705,-5.0
837,0.2
20863,4.7
28548,3.0
14354,-5.0
25100,-2.0
19991,3.7
22817,3.7
23254,0.2
5594,-10.1
18249,2.7
27855,-1.5
11270,-1.5
10055,-7.4
20885,3.5
10268,-2.2
23648,-7.1
19440,6.5
18491,-0.4
17336,6.3
17123,-3.5
25897,-5.5
11533,-9.6
12210,-7.6
2406,-7.3
4992,-15.2
23901,-5.5
25768,-2.5
16884,-4.5
20337,-3.8
20909,3.2
3599,-3.3
2772,-1.5
24734,7.5
16456,-0.8
9001,3.5
16540,3.8
27529,4.5
11428,-7.3
15158,-6.8
3563,-2.8
3626,-4.1
11586,-10.3
12309,-9.1
28082,-6.6
28524,2.5
262,9.68
23056,-7.9
13475,-1.3
11030,0.0
455,9.47
25767,-2.5
1758,2.4
22962,-5.3
15070,-7.4
10512,-1.2
3381,1.7
26205,6.8
19237,4.3
1923,1.0
25410,7.1
15135,-6.5
21224,1.9
7228,-11.9
10279,-1.5
6515,-12.1
9941,-3.8
20066,4.8
15934,6.8
16776,-3.0
14715,8.0
20692,7.5
8106,-12.7
2418,-7.9
23949,0.5
15626,4.8
15999,5.0
2323,-5.5
25855,-5.5
3552,-2.5
18583,5.5
5914,-10.6
4181,1.5
18687,8.0
19716,-0.2
25331,0.2
10384,2.0
24677,4.2
2315,-5.3
9353,1.5
14962,-5.0
10054,-7.6
27771,3.3
7017,-7.4
27592,10.3
8878,-2.2
2074,-0.8
4528,-11.9
23476,-1.0
14223,-3.0
23379,4.8
26264,6.5
25397,6.6
22564,-6.5
22565,-6.5
8328,2.9
6415,-7.1
11833,5.7
3716,-5.6
15466,4.8
9929,-3.3
21455,7.5
4611,-14.0
27809,0.7
6405,-7.1
10367,1.5
20684,7.1
3504,-1.7
25563,9.0
26132,4.3
10634,-5.1
2778,-1.0
20112,4.7
1023,-7.6
20726,9.1
23042,-8.1
9512,0.2
3623,-3.8
18399,-2.8
24506,-4.0
8110,-13.1
27845,-1.2
16624,5.7
4937,-14.0
17105,-4.3
8917,1.4
13983,7.0
19832,-0.2
4891,-12.7
27669,13.6
17095,-4.3
19453,5.3
18941,-2.8
7198,-11.6
4811,-10.3
3391,1.9
20524,-4.1
22744,3.7
12741,-2.8
1607,1.2
12388,-6.0
25573,7.8
24676,4.2
27923,-4.1
7445,-8.4
5407,-11.4
11469,-8.3
23855,-9.4
24232,2.5
17215,2.9
28418,7.3
6298,-6.5
18441,-3.5
14797,0.9
8250,0.2
19102,-3.3
28078,-6.6
3974,2.5
11155,3.8
27918,-4.1
22805,4.7
3671,-5.3
7199,-11.4
17550,2.7
1990,-1.0
22115,7.0
22486,-5.8
5979,-10.3
13545,-3.7
18259,2.5
5208,-19.3
2522,-10.6
14260,-3.7
14316,-4.3
13286,9.0
27964,-5.0
26995,9.6
17244,4.0
2683,-6.8
14795,0.9
7024,-8.1
8374,2.4
8358,2.5
14585,0.0
20678,6.3
19983,3.3
11842,5.0
10156,-8.3
15497,3.3
10080,-7.8
2487,-9.8
9884,-1.3
23953,0.9
6634,-14.2
10682,-6.6
14293,-3.8
5617,-11.4
2119,-1.0
27635,11.9
19226,3.5
22942,-5.0
28132,-0.2
16192,-2.8
21656,4.8
1682,2.2
944,-5.0
22849,2.7
4830,-10.4
11170,4.0
24929,4.7
19050,-3.2
5982,-10.3
9993,-5.6
26876,6.3
19048,-3.3
16312,-2.3
21103,1.5
18924,-1.8
25394,6.3
4390,-4.6
3807,-6.3
26983,9.9
7322,-15.4
23014,-7.8
7942,-10.9
21053,1.4
12382,-6.8
6849,-3.7
8634,-3.3
4656,-13.4
10247,-4.3
15923,6.5
24062,7.8
6144,-5.8
15305,8.3
22878,-3.0
3241,-2.5
10182,-8.6
24221,3.2
26065,0.0
5026,-16.0
12767,-3.7
15779,3.3
3948,1.0
8041,-11.4
4493,-10.1
12223,-7.9
20546,-3.5
3012,-6.0
6989,-6.5
4867,-11.2
4716,-11.7
5621,-11.2
10082,-7.6
4925,-13.7
16425,-1.2
7955,-10.7
13617,-5.0
20021,4.2
16382,-2.3
16077,0.2
6706,-13.6
26997,9.6
4342,-3.2
5784,-12.7
6203,-5.0
18587,5.3
20976,-0.4
20286,-1.5
27718,7.3
17028,-6.3
3607,-4.0
20493,-4.8
13355,6.5
21349,5.3
18565,3.0
28021,-6.1
25435,8.6
12718,-2.3
9671,6.8
19152,-3.2
5245,-19.5
24751,7.8
26851,4.7
24447,-3.0
2776,-1.2
26665,-7.8
10804,-5.5
26037,-2.2
25520,9.0
22197,2.9
14027,7.5
13526,-3.2
26286,6.2
6469,-8.9
11900,4.7
21225,1.9
24420,-3.5
8758,-5.0
3927,-1.8
13965,6.3
23198,-5.0
4578,-13.6
24460,-4.3
19263,5.8
23129,-9.4
27793,1.4
6483,-10.7
7047,-7.8
1474,3.3
2961,-4.6
15976,7.1
15269,4.3
28236,9.6
7281,-12.7
11885,5.0
4776,-10.9
17163,-2.2
15411,9.0
4913,-13.2
20619,2.9
15060,-7.3
22697,4.8
7311,-15.2
21104,1.5
2488,-9.8
18377,-1.7
9982,-5.5
15810,5.2
21948,2.9
7876,-9.4
1171,-8.9
2616,-12.7
13672,-5.1
1451,4.3
26867,5.7
24944,4.2
18797,2.0
14519,-1.7
23571,-4.3
5274,-19.7
344,9.55
26883,6.0
20926,2.5
4454,-7.8
23701,-7.8
753,3.3
9458,0.0
20584,-1.2
3569,-2.8
15575,5.8
9005,3.7
3730,-5.1
21884,2.5
24207,4.0
10424,2.5
21348,5.3
20959,0.5
6306,-6.3
14925,-4.5
20999,-0.4
26737,-7.0
18936,-2.8
19025,-4.0
593,9.55
5623,-11.4
18228,3.0
29,9.95
6959,-5.1
4624,-13.6
5905,-10.6
22454,-5.5
22404,-4.3
19197,0.0
9764,3.3
11067,2.0
8729,-3.7
2490,-9.8
23948,0.7
6543,-12.9
24957,3.0
16639,5.7
2805,-0.2
3810,-6.5
21657,4.8
9595,5.8
10966,-3.5
19531,-1.0
5392,-11.6
4679,-12.2
27198,-3.3
11215,1.5
8241,-0.2
14907,-4.3
16272,-3.0
2144,-0.8
16990,-5.6
8416,2.2
12609,6.8
10469,2.7
4445,-7.1
18408,-3.2
22283,0.0
5634,-12.2
14192,-1.7
23157,-10.1
1590,1.5
15611,5.3
2365,-6.0
10730,-6.8
24096,9.0
5048,-16.4
17427,3.0
26169,6.2
12233,-7.9
23136,-9.4
26045,-1.0
8362,2.4
6803,-3.7
14247,-3.7
14124,-0.4
26449,-2.3
3951,0.9
6635,-14.4
13933,6.0
14013,7.5
4585,-13.7
15447,6.8
5383,-11.9
9853,-1.7
5138,-17.3
11183,3.5
4231,0.4
6023,-9.4
20316,-2.2
6761,-5.1
11275,-1.8
13894,4.8
23652,-7.1
3191,-4.3
1711,2.2
1861,1.2
26311,4.2
18130,3.3
376,9.5
3954,1.0
27922,-4.1
17708,2.4
25263,-1.7
10904,-5.1
15000,-6.0
3699,-5.5
17546,2.7
9577,5.8
24868,8.5
3322,0.5
8815,-7.3
10021,-6.5
5538,-6.0
908,-4.0
17055,-6.1
15023,-6.8
2018,-1.7
25250,-1.0
4807,-10.7
8814,-7.0
3408,1.9
6349,-6.8
16356,-2.5
15751,2.5
3401,1.9
27653,14.1
21980,4.7
9968,-4.6
11068,2.0
4311,-2.2
5564,-6.6
16874,-4.3
27600,10.1
10461,2.7
470,9.4
11036,0.7
25657,1.9
19814,-0.4
21090,1.2
14187,-2.2
22748,3.8
24870,8.3
5110,-17.2
7949,-10.4
17170,-1.5
13003,-7.3
6216,-5.0
27765,4.2
11173,3.7
18761,4.3
27292,-5.8
22592,-4.0
17502,3.0
13656,-4.8
13016,-6.5
9420,0.0
1349,-2.0
23231,-1.3
25747,-1.5
27959,-4.5
28211,8.3
14518,-1.7
7998,-12.2
11139,4.5
28263,10.9
572,9.26
5370,-12.7
23884,-8.6
24398,-1.5
26374,-0.2
9412,1.2
1689,1.9
6304,-6.3
19856,0.0
9020,4.0
12243,-7.9
22792,4.7
5799,-12.6
18127,3.5
22668,4.5
5466,-7.9
13925,6.2
15638,3.5
28553,3.0
13941,6.5
23277,1.0
22104,8.1
6414,-7.3
15257,4.5
27541,6.2
4671,-12.9
24940,4.3
20332,-3.7
7307,-15.0
11595,-9.9
10540,-2.3
4582,-13.7
9651,6.3
8456,-0.2
13632,-5.3
15175,-5.6
22204,2.2
3179,-4.8
20666,5.8
18468,-3.2
23761,-8.6
9411,1.2
3931,-1.2
21852,3.0
10991,-2.0
8974,2.9
22826,2.7
12294,-8.9
25301,-2.8
348,9.52
10853,-5.1
561,9.22
21928,2.7
23119,-9.6
16943,-5.3
21326,4.3
544,9.22
2409,-7.6
21350,5.5
4541,-12.4
11804,4.8
22491,-6.1
24615,-0.8
14383,-5.5
15343,10.9
15927,6.6
1705,1.9
15483,3.5
23801,-9.1
1811,0.5
12571,6.8
10412,2.7
22711,4.3
24462,-4.3
13027,-7.6
13458,-0.8
7999,-12.2
8347,2.4
897,-2.7
14544,-1.5
2541,-11.6
9967,-4.3
6403,-7.1
26419,-2.3
13503,-3.0
13830,-2.8
21827,3.2
6187,-4.8
16903,-5.0
25497,9.6
3642,-4.6
28096,-6.8
3679,-5.5
621,9.8
16150,-2.0
11458,-7.9
10895,-5.3
22635,2.0
6872,-2.8
1126,-9.1
28159,3.3
25568,8.1
14714,8.0
8104,-12.9
4638,-13.4
5501,-6.6
6277,-6.1
27785,1.9
17078,-5.3
25152,-3.2
22933,-4.3
19209,1.7
5171,-18.3
8038,-11.6
6927,-3.8
6676,-15.7
13100,-4.5
5726,-12.9
8284,1.5
2019,-1.7
6219,-5.0
16663,4.5
25424,7.5
5755,-13.2
6595,-14.2
17057,-6.1
9277,-6.0
11286,-2.3
2535,-11.2
23902,-5.3
4370,-4.1
21359,6.0
14659,7.3
10807,-5.5
530,9.26
28285,12.1
10410,2.5
4244,-0.2
11775,3.5
23560,-3.0
10538,-2.5
21014,0.4
25408,7.1
1597,1.4
3500,-1.3
25342,1.7
13148,0.9
25116,-2.8
7418,-12.7
375,9.5
7289,-13.9
9485,-1.2
14524,-1.7
19494,0.7
1112,-8.9
17958,9.3
14051,7.8
11922,4.0
9833,0.0
18616,5.5
10212,-8.4
13703,-5.0
658,10.07
20239,0.5
24945,4.0
24705,6.0
16917,-5.1
18810,1.5
8315,2.5
23452,2.4
21405,6.6
6524,-12.7
20630,3.7
15311,8.8
25502,9.9
3483,-0.4
7996,-12.1
10425,2.5
578,9.3
20173,2.9
1342,-2.7
22782,5.0
723,3.2
2832,0.0
11083,3.0
1397,0.5
6698,-15.4
15951,7.0
24089,9.0
25096,-2.5
19222,3.5
24107,8.6
13639,-5.5
14632,5.5
6853,-3.8
6443,-7.8
25236,-0.8
18776,3.5
2852,0.9
7709,-3.2
26079,1.0
25594,6.0
20913,3.2
25087,-1.7
7448,-8.3
24016,5.5
9381,3.2
28109,-4.8
19134,-3.5
770,3.2
4118,5.5
16920,-5.1
3985,3.3
6186,-4.8
7741,-3.5
21841,3.2
24796,9.6
26627,-7.3
21628,4.2
8008,-12.4
6907,-3.2
16980,-5.5
22435,-5.5
26006,-7.6
22473,-6.0
21338,4.8
795,2.4
17655,2.4
6239,-5.3
12861,-5.3
8661,-3.8
21483,7.6
26022,-5.8
18798,2.0
3655,-5.0
9702,6.5
19313,6.6
18569,3.3
9915,-2.3
19547,0.0
4324,-2.7
5600,-10.6
17519,2.7
22583,-5.1
11576,-10.1
24722,6.5
11868,5.3
9483,-1.0
9,9.87
14423,-3.2
6428,-7.1
18362,-1.0
2295,-4.1
2576,-12.4
24818,9.6
19103,-3.3
26148,5.5
3772,-4.5
554,9.22
17653,2.4
12321,-9.3
9128,0.9
17367,5.3
7124,-9.8
22966,-5.1
8563,-0.5
25155,-3.2
10548,-1.8
16565,4.8
22391,-4.1
21473,7.6
23994,4.5
17932,9.6
25464,10.3
27566,8.1
19198,0.2
7788,-6.0
10666,-5.6
14812,1.4
28142,1.4
22950,-5.0
1836,0.9
19881,0.9
28136,0.4
7815,-7.6
6075,-7.0
3763,-4.5
27069,3.8
28476,3.2
16283,-2.7
16336,-2.5
10603,-3.7
10062,-7.6
17461,2.9
23497,-2.3
22797,4.5
23562,-3.2
17521,2.7
27572,8.8
2132,-0.7
17787,2.9
15394,9.5
9543,3.8
12479,3.2
12492,4.0
2926,-2.3
322,9.67
16227,-4.0
22968,-5.1
11612,-10.7
27224,-4.3
2779,-1.0
24679,4.5
10755,-6.0
23649,-7.1
25913,-6.0
20633,4.0
16010,4.3
16582,5.2
11142,3.8
2087,-1.3
23740,-8.3
10576,-2.8
826,1.0
16572,5.0
2030,-0.8
15813,5.2
19414,8.1
26337,2.0
16408,-2.0
19820,-0.4
12577,6.2
22001,4.8
24665,3.2
17125,-3.3
27555,7.5
16876,-4.3
15646,3.2
20681,6.8
13186,4.7
9452,0.4
25610,4.7
12518,5.0
3433,1.5
26562,-6.3
22848,2.9
3639,-4.6
18260,2.5
28162,4.2
27622,11.1
6334,-6.8
20014,4.0
28382,10.3
5438,-9.4
18340,0.7
18863,-0.4
24896,6.2
2036,-0.5
15862,5.5
3470,-0.2
27821,-0.5
22985,-6.3
28280,11.6
13058,-7.8
17804,4.8
26250,6.6
26270,6.3
11041,0.2
19787,-0.2
13647,-5.1
16039,2.2
14735,8.1
22142,6.5
27490,0.2
21961,3.5
17543,2.9
9280,-5.8
14129,-0.7
24464,-4.3
3767,-4.5
4761,-11.1
16703,-0.5
2927,-2.3
27060,4.3
25847,-4.8
7149,-10.7
9698,6.8
22811,3.8
7590,-0.7
25943,-7.0
2080,-1.2
8927,1.9
19812,-0.4
25947,-7.0
6416,-7.0
28513,2.7
3176,-5.0
26285,6.2
6759,-5.3
4768,-10.6
10609,-3.8
22225,1.5
15493,3.3
3556,-2.7
20733,9.5
2220,-0.8
26048,-0.7
21953,3.0
10401,2.4
427,9.47
18150,2.7
6366,-6.3
3441,1.5
4946,-14.2
2883,0.2
20043,4.3
16078,0.2
27500,1.5
1132,-8.9
13513,-2.8
17392,4.2
4815,-10.4
19080,-2.7
24316,1.9
19582,-1.7
6842,-3.8
12827,-4.8
25908,-5.5
14653,6.8
20052,4.2
21247,1.9
22019,6.0
21361,6.0
179,9.78
8159,-6.0
7235,-12.7
10878,-5.1
4972,-14.9
20057,4.7
10534,-2.7
18000,9.9
8653,-3.8
9888,-1.5
18588,5.2
19367,7.1
12926,-6.0
13098,-4.8
21038,1.2
28463,4.5
23621,-6.3
4735,-11.6
5254,-19.5
22694,4.5
5404,-11.6
1372,0.2
12550,6.8
27606,11.4
19234,4.3
17256,4.3
2419,-8.1
25460,9.1
27316,-6.1
25801,-2.7
24314,2.0
13595,-5.0
2717,-4.5
13790,-6.0
315,9.67
25006,0.5
22174,4.3
15891,6.3
12780,-3.5
1030,-7.3
4443,-7.0
9062,4.2
8519,0.5
9767,3.0
11631,-10.6
21398,6.5
13219,6.6
11944,2.2
25922,-6.3
8853,-6.5
5022,-15.9
1898,0.5
23331,2.7
13947,6.3
12197,-7.1
5669,-12.7
17684,2.2
10089,-7.8
341,9.57
9108,3.0
15882,6.5
1096,-8.6
5817,-12.2
27584,9.8
11553,-9.8
6696,-15.5
19249,4.8
21457,7.5
23279,1.4
5021,-15.9
11623,-10.6
26427,-3.0
11321,-4.3
10740,-6.6
13758,-5.8
16,9.88
21696,5.2
28351,11.4
12513,5.0
25108,-2.2
7614,-0.4
21531,5.8
15558,6.0
24923,5.0
23932,-1.2
22239,1.2
14111,0.4
1994,-1.2
7723,-3.3
27154,-2.3
24596,-3.8
18523,2.5
24094,8.5
9986,-5.6
23578,-4.8
161,9.8
6905,-2.8
7736,-3.5
11511,-9.1
17915,9.3
28127,-0.8
19775,-0.2
18685,7.6
26180,6.6
22470,-5.3
1949,0.4
5267,-19.7
8953,3.0
27360,-6.8
22304,0.0
23422,4.3
8491,-0.4
27943,-4.6
3759,-4.5
12393,-5.1
14871,-3.0
20279,-0.7
21984,4.7
22528,-6.1
547,9.22
6335,-6.8
10541,-2.0
9102,3.0
18861,-0.2
23181,-8.9
9172,-1.5
24579,-5.5
17485,3.0
19350,7.1
5573,-7.9
19434,7.3
7707,-3.0
1821,0.5
1491,4.7
5237,-19.3
12083,-4.3
8160,-6.0
28225,8.8
10375,1.9
27324,-6.5
23888,-7.8
8039,-11.4
24983,1.4
25473,9.9
22026,7.0
10142,-7.0
14578,-0.5
21357,6.0
1245,-9.8
3554,-2.7
20478,-5.0
9125,1.2
28046,-6.6
18522,2.5
27680,12.9
17757,1.4
26796,1.2
7350,-16.2
15896,6.2
14403,-4.6
9804,0.9
22036,7.0
4129,4.7
7464,-6.6
25147,-3.2
28453,4.8
24473,-3.7
132,9.85
27836,-1.3
23071,-8.6
869,-3.0
25991,-7.6
14986,-6.1
22631,1.7
23695,-7.8
27123,-0.7
4044,6.2
27345,-6.5
28122,-2.2
13754,-5.5
12728,-1.7
12933,-6.5
13099,-4.6
19538,-0.8
11726,-0.2
12684,-0.4
19646,-1.2
10521,-1.8
15178,-5.1
28472,4.0
16976,-5.5
11874,5.0
9299,-6.6
13306,8.5
16160,-2.7
8537,-0.2
1475,3.3
25445,9.5
19242,4.8
2773,-1.7
21833,3.2
13071,-7.4
20960,0.4
11435,-6.8
24400,-1.7
25266,-2.3
13676,-5.1
20424,-4.1
12155,-6.6
19116,-3.7
16769,-2.8
19593,-1.5
22212,1.7
7339,-15.9
4691,-12.1
2502,-10.3
9857,-2.0
5395,-11.2
16993,-5.8
22096,8.3
2276,-3.2
23804,-8.9
19850,0.0
7434,-9.1
26050,-0.8
26563,-6.3
8490,-0.7
21229,1.7
16122,-0.8
13674,-5.3
9310,3.0
21465,7.6
9242,-5.1
12317,-9.3
22474,-6.0
8744,-4.3
25036,-1.2
10875,-5.1
25577,7.3
13272,8.6
11420,-7.0
10729,-6.8
19386,6.6
17258,4.7
3590,-2.7
25527,8.8
15243,3.2
9419,0.2
16436,-1.0
5924,-10.4
17032,-6.3
17694,2.0
21115,1.5
15294,7.1
23174,-9.8
16848,-4.1
22319,-0.8
12296,-8.9
3460,0.4
22505,-6.3
7118,-9.9
2663,-9.6
8167,-5.6
18855,0.0
18889,-0.5
26483,-3.5
27213,-4.1
19970,2.2
4475,-9.3
2046,-1.0
6604,-14.4
13589,-4.8
1571,1.5
14091,2.9
8089,-12.7
19831,-0.2
8876,-2.0
12470,1.9
18276,1.7
26980,9.6
27048,5.0
11706,-2.5
6796,-3.8
20847,6.8
1108,-8.8
24900,5.8
24939,4.3
1840,0.9
4190,1.2
13854,0.7
5468,-7.4
17816,5.5
21757,4.3
27080,3.3
23383,4.5
19227,3.5
27147,-2.2
3684,-5.6
11982,0.5
24725,6.3
3797,-5.6
10854,-5.1
23444,3.8
4874,-11.4
27639,12.8
12298,-8.9
20604,1.4
3145,-5.8
7927,-9.9
10251,-4.1
11996,-1.0
986,-6.0
24600,-3.3
25912,-5.8
21156,1.4
10351,1.2
7178,-11.2
4983,-15.0
27237,-4.6
19205,1.0
11652,-9.3
5500,-6.6
17652,2.4
3172,-5.0
10885,-5.1
6496,-10.7
10120,-7.6
24987,1.0
18483,-1.3
18486,-1.0
4016,4.7
24490,-3.7
13999,7.5
8765,-5.1
16050,2.0
6637,-14.5
15267,4.5
6103,-6.5
12971,-6.8
25783,-3.0
5794,-12.9
17792,3.3
22346,-2.5
13594,-5.0
10364,1.2
26432,-2.7
14089,3.2
25207,-0.7
25960,-7.4
17417,3.3
26552,-6.0
25832,-3.5
2916,-1.5
5698,-13.1
27486,0.5
17497,3.0
5750,-13.2
10246,-4.3
4540,-12.2
18211,3.2
17090,-4.5
21882,2.5
24766,8.3
4189,1.2
18966,-3.7
3256,-2.0
24702,5.2
20147,4.8
17522,2.7
8393,2.4
2230,-1.0
21784,4.0
557,9.22
19884,1.0
11915,4.3
25472,9.6
25599,5.5
23639,-6.8
27533,5.2
17424,3.2
13294,9.0
6942,-4.1
9130,0.9
7753,-3.7
14479,-2.0
15251,3.5
27547,6.2
25710,-1.2
26333,2.4
17416,3.3
21765,4.2
4125,5.0
16110,-1.0
22837,2.9
27133,-1.5
26054,-0.7
19743,-0.4
4401,-5.0
25600,5.3
1404,1.7
22069,7.5
23679,-7.3
8171,-5.8
13845,-1.2
12147,-6.3
25826,-3.5
8376,2.4
21109,1.5
20007,4.3
664,10.17
15295,7.1
22448,-5.5
24081,9.3
7398,-16.2
8580,-1.8
15563,6.0
8230,-0.4
10464,2.4
10876,-5.1
3530,-2.8
5770,-13.4
6733,-8.8
6369,-6.3
20510,-4.5
2256,-2.2
3914,-3.5
6354,-6.6
95,9.93
10751,-6.3
5052,-16.5
18392,-2.2
1867,1.4
20341,-3.8
5836,-12.7
6136,-6.0
7536,-2.3
23904,-5.0
21054,1.4
10662,-5.1
24853,9.5
25209,-0.7
6889,-3.3
2731,-3.7
25158,-3.3
16413,-1.8
4596,-14.0
13262,8.8
1221,-9.8
15171,-6.0
7188,-11.4
17953,9.5
25041,-1.3
17002,-5.8
5584,-9.1
6956,-5.0
9358,1.7
13010,-6.5
26621,-6.8
26274,6.3
1688,2.0
26373,-0.2
18219,3.0
2897,-0.2
3057,-6.0
26539,-5.6
27344,-6.5
8544,-0.4
4636,-13.1
19260,5.5
12136,-6.1
7399,-16.0
21403,6.8
20353,-4.5
7743,-3.5
5678,-12.1
3185,-4.6
9687,6.6
26215,7.0
28381,10.4
24399,-1.5
3077,-6.3
19466,4.0
23793,-8.9
17692,2.2
12049,-2.5
13440,-0.4
16089,-0.4
28103,-6.0
13943,6.5
20118,4.3
17713,2.4
15278,5.5
20751,9.9
19703,-0.7
5523,-6.6
4038,5.7
10398,2.2
19021,-3.8
26592,-6.8
7306,-15.0
3966,1.9
22340,-2.0
4556,-12.9
23946,0.2
9649,6.2
23594,-4.8
6888,-3.2
20752,9.6
15637,3.7
18993,-3.8
6816,-3.0
16377,-2.3
26603,-7.1
7981,-11.9
5038,-16.2
5909,-10.6
2922,-1.8
11911,4.5
5224,-19.5
10282,-1.0
28380,10.6
25086,-1.7
26725,-8.6
17769,1.7
4933,-13.9
20579,-2.2
4911,-13.2
13499,-2.3
22706,4.8
1866,1.4
85,9.95
8305,2.5
15059,-7.4
516,9.26
13152,1.5
10274,-1.7
22862,-3.0
21287,3.0
15501,4.3
7483,-5.6
2362,-5.6
1306,-6.5
26975,10.1
23788,-8.8
28063,-6.1
3225,-3.0
11622,-10.6
513,9.27
24315,1.9
6262,-5.5
26016,-6.8
8096,-13.1
19037,-3.8
7412,-13.2
18022,8.8
8724,-3.5
28434,5.0
23721,-7.9
1412,2.9
5990,-10.3
1337,-3.2
25462,9.6
21499,7.1
5529,-6.0
21086,1.2
17904,8.5
12485,3.3
27627,11.4
21070,1.2
13655,-5.0
24871,8.1
27928,-4.1
13298,8.8
9863,-1.7
20035,4.2
8933,2.2
3365,1.5
11344,-4.5
23201,-4.5
12290,-9.1
13679,-5.3
14077,4.7
12585,6.3
26661,-7.6
974,-6.3
22139,6.3
20995,-0.5
19574,-1.5
11588,-10.1
14411,-3.5
16007,4.8
16148,-2.0
26683,-8.3
19015,-3.7
14480,-2.0
5311,-17.3
26589,-6.6
16634,6.2
28147,2.9
19474,2.7
4444,-7.0
13969,6.8
3044,-6.6
7401,-15.4
10487,1.9
16679,1.9
26858,5.2
14658,7.3
14281,-3.7
26854,5.0
13211,6.5
27434,-6.8
23545,-3.7
25731,-2.2
17091,-4.5
19491,0.9
21972,4.2
867,-2.7
22049,6.6
9341,2.5
5699,-13.1
3961,1.7
9157,-1.0
5382,-12.1
14409,-3.8
10998,-1.0
17623,2.5
9024,4.0
22620,1.4
20711,8.1
28445,4.7
14008,7.5
2856,0.9
384,9.49
7015,-7.4
28450,5.0
2834,0.0
10039,-7.1
1309,-6.3
22140,6.3
3397,1.9
20479,-4.8
23426,4.8
1271,-9.6
6597,-14.2
28378,10.6
6271,-5.8
16992,-5.6
23063,-7.9
13247,8.6
2719,-4.5
22185,3.5
24189,4.8
21697,5.3
20939,2.4
16016,3.7
3821,-5.8
14916,-5.0
19430,7.1
1609,1.0
12396,-4.8
9501,-0.5
2908,-0.5
24283,1.0
27651,13.6
21868,2.7
12142,-6.3
14039,7.5
19792,-0.2
1420,3.0
10259,-3.2
3317,0.2
25153,-3.2
18740,5.2
13205,6.5
8043,-11.4
14818,0.9
1382,0.7
24545,-5.8
9478,-0.5
