,dewpoint_1h
14478,-2.2135553869474087
26982,-10.199766663372603
9734,-12.866172759207668
4902,-25.67981581750507
10162,-8.612844778823426
12000,-7.5548363624059345
25724,-7.885565031701553
19618,-2.861750802279015
19928,0.13445660550127966
23895,-6.5130758384559835
2889,-12.281286702094247
23473,-11.692329204998439
14642,-3.757629226818045
25804,-5.529711882738615
10700,-7.494135764196702
20969,-3.675878314043117
27783,-6.275697105134921
9436,0.486139087748028
19712,-2.3186650712762296
11425,-9.7711624912013
7782,-9.237097627712282
17464,-0.7738980941084371
8097,-12.912378083121386
5964,-13.334479588367348
4464,-14.214934657523115
16576,0.6556748179024446
18242,0.5431934266966211
13735,-5.613175494509079
24994,-4.400918877257559
9726,-10.487962286074886
167,-22.895043183818498
18500,-0.4195495673303583
26056,-5.8614189806553405
14896,-5.190022875135504
19321,-5.121301720471887
27729,-9.265857739537207
12870,-5.613175494509079
21337,-3.366829066041469
3902,-5.513186590755566
11808,-6.242514476895933
11566,-9.412757297866511
27030,-8.327724193793633
15736,1.9859678803169318
24367,-3.5699873007415754
19668,-3.036523288254413
25843,-6.246822010767683
16171,-2.71349918181331
18485,-1.2136681474901254
9054,-15.058914092226047
11261,-11.472760278532336
7055,-17.847530655587914
2353,-13.119936772446414
15200,-4.417851812792247
4872,-25.942162685257877
1143,-7.812932558682637
913,-7.252322287771894
1456,-4.080030390103978
5715,-15.159689168402315
1192,-9.3127682166399
17854,0.4699139298301256
19359,-4.967580229448808
20354,-4.61328666713912
8340,-4.751081125176512
20869,-4.823114332559114
21435,-2.690668579274928
9846,-10.04460208099612
19354,-5.415587670180849
20390,-5.113231022444888
21105,-2.9856119769346283
22598,-2.3135441365799325
19323,-5.420558967282127
6494,-10.412648367001983
24514,-5.0174880485602085
17376,-0.6404642596777405
25723,-7.580194941987558
25718,-8.134623909202114
6831,-14.64214679618949
27304,-6.184908537375821
15529,-3.1233832209015784
11880,-9.183306315511418
21051,-3.402486169599478
27463,-3.4369504834922746
4155,-2.7386308681501688
6283,-6.3130979515531775
3148,-8.459401144205925
6587,-13.712292208767192
25581,-9.511750929631782
8719,-8.812750281953663
16547,1.7046945992178784
9618,-6.6636148147081125
20027,-3.3872487040108465
16057,0.3257361231956594
18978,-5.625012128390843
16551,2.7854193146391437
4713,-25.753651009558247
20547,-3.5134094964558824
8977,-13.860311951807056
18176,0.0795289716973881
25144,-3.4077908620683712
7475,-16.471996697776152
8131,-11.412539903172885
12159,-6.813042703837756
14344,-5.013242142043061
27208,-6.294256683374231
7250,-16.00555948061363
5641,-17.374638181670885
26344,-14.00042677923871
9092,-13.832504404113731
63,-27.734380489376267
11222,-12.698856414756241
26073,-7.532133928809192
24623,-3.141670683341788
6570,-12.912378083121386
15592,-1.979539279052583
1044,-7.9129215698540225
24310,-4.785811090735496
12418,-4.204274563873245
12504,-3.0856568082116635
16166,-2.71349918181331
973,-6.779038526419482
12042,-5.70201485958286
19971,0.7398139064888329
20815,-5.597296936818173
25028,-3.3760304603739315
27186,-6.238816778794591
26106,-8.741538024656084
21177,-2.3183806701020084
12829,-5.013242142043061
9909,-9.126667189965303
13162,-1.7792943137498114
21526,-1.1723804297093403
782,-7.149902123682711
14315,-4.313320109999687
11816,-6.9603061684918535
6793,-12.246510762225439
25764,-6.256734423220898
13553,-4.782120834290557
4771,-24.724213447301857
17463,-0.7204349538513689
10986,-8.02703819423111
24130,-7.570848292322409
19873,-1.8111270788453864
1482,-3.1753428141708517
15991,1.4983490597302085
16842,-4.113342428591737
4673,-26.56963143499853
26976,-9.270969092153642
4041,-2.4440855042280294
14391,-5.513186590755566
5117,-22.083591283997283
22476,-5.613175494509079
26192,-10.304179478568305
5265,-20.00655084500632
23489,-12.427162109797775
14571,-0.5137473577543362
12328,-9.412757297866511
28339,-3.0262685339187616
1568,-3.4673261510126547
28257,-10.938943839633932
11916,-8.896836045362157
23711,-8.02973670740164
6174,-5.788318776006265
28186,-6.537954163058638
7492,-15.916161697448008
19086,-5.06502791467907
16319,-2.513521649855965
24893,-4.869665825952048
14463,-2.2135553869474087
10385,-11.855925772623491
174,-23.07736823414581
2674,-9.493246686754873
16698,-1.4638491731979204
7381,-16.593374953430764
17529,-0.6768630488716044
9486,-1.2136681474901254
19706,-2.395072565313106
7148,-16.804369148721882
13444,-4.604133000216634
11302,-10.71675077099804
6880,-17.136947557597153
19599,-3.2450287994891602
21965,3.0124267816689203
15750,2.3859220475300056
21942,2.715256287096324
15328,-4.556485269358794
9757,-16.296682524120367
2041,-11.467882171307169
14833,-5.648495891087274
8175,-9.866745836712171
10360,-11.161746369537557
8596,-9.121418049988714
9575,-1.5006568489817524
17473,-0.8454711258426166
18375,-2.013577901693343
24072,-8.08049600864962
10877,-6.808355580582687
12591,-4.0598517520951365
22057,-1.398493900359402
14254,-3.013465514776797
14253,-2.8134879547974765
8805,-9.515581386100504
9074,-14.696035405906914
21274,-2.558298694264287
18846,-4.3054255677851865
1783,-0.17033090356281996
24558,-5.813153316027124
26308,-14.18980922556624
14382,-5.513186590755566
26144,-8.580295825979903
24076,-7.7714609178592085
14497,-1.813600435120584
18139,-0.14993817935799547
16269,-4.61328666713912
12975,-6.813042703837756
1648,-2.4248284846005896
18318,-0.4025819921600322
20744,-5.252851334682335
24909,-4.1995316687461095
19141,-4.358674414479075
1924,-4.992738570509652
11950,-8.710422788032325
1675,-2.8258510673541566
20401,-5.013242142043061
10305,-9.51190477852443
23023,-10.778743295540883
27750,-7.370461247457572
2189,-19.400456110634032
8151,-9.19461170884887
21542,-2.5218293290096607
22644,-11.814292022577565
15700,1.1860593217157045
26684,-8.50743282881926
26776,-8.714529736276441
22256,-8.535455247768246
11059,-10.289556885412619
6755,-8.827704595076359
4098,-4.763809465664737
9382,3.214722904818519
14625,-0.7119977712129874
28171,-3.736713801353493
27137,-6.438510490464142
22835,-19.387262255431715
13956,-2.805435451519948
20003,-1.8017956382287883
11930,-8.753202614945309
19750,-2.1213280856959944
24704,-5.565466052108683
6669,-15.912057595514163
13944,-3.190836976895275
14016,-4.828252921705313
15025,-6.613064788912897
9858,-9.217161760038508
9018,-15.847596932283912
24070,-7.482787203808304
17557,-0.2819447954671438
3726,-5.31320879725955
7367,-16.296508862706617
1161,-8.612844778823426
16491,-0.013804076624150658
15224,-3.997333842352264
9498,-1.0136907556425692
23602,-8.390805115806883
21587,-1.7485097131883054
27429,-7.013020637443981
471,-20.798271968727974
11214,-12.372399620018186
17290,0.1872054290338496
12430,-3.738656065871248
23325,-15.126816944276873
28066,-6.3130979515531775
12658,-4.0182695574079625
9786,-14.258980196777037
8614,-9.05110877057363
7068,-17.832891759381468
15249,-6.253914784452112
23541,-10.116449792359903
7932,-10.446423591106104
14455,-2.2135553869474087
12198,-7.312987572880893
25944,-7.1176052735313835
1378,-6.595765502683871
4530,-19.000785110118574
18365,-1.3096864514010478
18470,-2.71349918181331
23488,-13.505609250739033
20721,-5.101189733988772
27537,-6.524902000725803
25051,-3.2119467738326577
6114,-7.375170863733375
3321,-9.858962025771703
24191,-6.897670061867848
13650,-5.013242142043061
2371,-14.096901793839415
2332,-14.40947693469508
26469,-9.593129742592694
25509,-9.952342614970695
20680,-5.202344895358056
9103,-14.49391901279952
24771,-5.781389868635359
6507,-11.912485846396725
14412,-3.3134318897732564
24510,-5.603559163831972
7649,-13.749963891826825
11716,-6.222548262645414
16026,0.7883304966989358
16675,-0.29924836997285803
28491,0.96394121784014
26554,-8.273065715181659
20874,-3.3973570495067484
23281,-12.353483528794687
3004,-8.21231932639712
26897,-12.790250492518885
3354,-9.135114000778048
12404,-3.713387121819837
22664,-12.994250247907429
28431,0.04755673459926179
16219,-4.013353594893261
12458,-3.192387724211864
26434,-9.776009032390958
24952,-4.113571487625578
67,-26.965802148105663
7391,-16.484258585792492
5431,-20.247468623927745
1700,-2.6376650755603674
142,-24.53195025102557
24646,-2.478519131322475
587,-20.75176205131105
2697,-10.001803674995276
11164,-13.038790970526895
25825,-5.71258189943254
4501,-13.867197347025009
2508,-11.033457120755338
18795,-5.754473597174349
24574,-5.813153316027124
23185,-7.812932558682637
10994,-7.674990897712164
21116,-2.91111483093292
23613,-8.498338718141955
13802,-5.013242142043061
21753,-2.2259022290593777
6003,-10.94724030002188
14180,-3.260094686303627
11315,-10.440238627985613
24271,-4.951622547387236
3897,-5.813153316027124
1269,-9.812713669476473
20756,-6.446706364983966
27629,-9.437293541214991
7439,-14.250716283508911
27468,-3.8330729192476696
15491,-4.053109843830379
14880,-5.352176598531004
19657,-2.834223753123521
17972,-0.37012053136461787
12556,-2.594637303409561
24236,-6.283486548111296
18784,-5.804405873065113
14883,-5.140071278318253
8025,-12.412431906379545
17703,1.2019283569615156
4977,-23.14110512310432
3645,-5.203160226815882
13628,-5.513186590755566
3160,-9.34885435914824
8633,-8.539720467731755
28086,-6.613064788912897
2786,-14.938007324672064
24628,-3.2703044324252413
11023,-8.973846270618829
26175,-10.428202353196793
7594,-14.062234898119572
18352,-1.1594800832834316
6432,-7.312987572880893
1962,-6.5063165262187335
15130,-6.5130758384559835
24312,-4.590806189984401
15772,2.9858531582402486
2591,-12.612410363065193
7545,-13.875650057019007
4102,-5.4171890255071915
11731,-7.416942944272753
16103,-0.5137473577543362
20328,-4.142057951792392
8623,-8.906752665300191
23097,-9.75392013184244
3603,-5.924338126600963
25380,0.19368656360382136
23359,-15.341025392175306
12251,-7.9129215698540225
11495,-9.727180940546608
15819,3.755671061637892
12285,-8.812822880562099
21453,-3.804007095168594
8453,-0.2137813750652617
14582,-0.2137813750652617
16475,-0.5137473577543362
8087,-12.712399598413556
741,-7.858810295500872
25602,-8.471662992079724
7597,-13.74677952467546
4975,-23.348187002774626
27704,-10.673589750733814
18134,-0.1845153163379357
2266,-21.054972238873827
11424,-9.86390811071908
845,-12.206247346301485
26631,-8.254774297331265
23378,-17.126193715415653
2615,-12.712399598413556
15182,-4.61328666713912
27140,-6.4788123097926285
12690,-4.159162336244595
13926,-3.6840622495916118
6409,-7.312987572880893
107,-26.264359972854447
5878,-15.118593880797516
2148,-17.379163088198816
23599,-8.697533558076456
9266,-8.982095282765746
151,-23.991305389719823
10806,-6.679390174078004
20704,-7.11883963146955
5629,-16.387996199898154
4639,-23.773310473928127
454,-20.73625933269581
17341,-0.0904534124662385
16280,-2.71349918181331
19686,-2.5026907911149703
8370,-4.187351827426695
26822,-11.124795636708534
4785,-26.19268439514085
2801,-15.70141402465882
21049,-3.402486169599478
20837,-4.56330422710513
20822,-6.259254700434421
25171,-3.2134430934374394
27774,-6.3738967679861025
11078,-11.78394332120204
16120,-0.8137133824763078
9897,-9.319595909566422
15793,3.707059934695412
10390,-12.007287006100075
20994,-3.3614228637670824
12951,-6.813042703837756
22141,-7.209112062220143
16881,-4.5132978100889725
24833,-6.732838244752747
5005,-22.611734870667306
19754,-2.07559180620205
21523,-0.9528633231621644
10091,-7.938799289252835
18160,0.00930558317625855
21770,-2.0548453679242384
22571,-5.813153316027124
17745,0.7463462978523049
9835,-10.681120524000963
4178,-2.616729126545162
3712,-5.3529058340329945
17366,-0.6704941676212072
7512,-16.69530206100923
27338,-6.5130758384559835
14950,-6.072836445155533
9808,-12.698856414756241
14898,-5.437219529189131
22060,-1.297307829794203
16514,1.1860593217157045
24169,-6.9555250941840665
1305,-6.613064788912897
18760,-5.410150319901182
17815,1.3984924942606405
18547,-0.8448940374499271
7531,-16.0026141592747
18403,-3.2134430934374394
1253,-9.812713669476473
6477,-9.612735474330787
6753,-8.339491853558071
9707,-11.619905110311285
2876,-13.331731385768185
18719,-5.68837483754109
21067,-2.9613552860082963
5006,-22.65345758530354
14830,-5.849626560311654
11960,-8.539862756244537
16405,-2.013577901693343
23962,-9.23287826930714
1440,-4.114428231869393
102,-26.19434334736436
26203,-10.537687556049883
16822,-3.813375941507313
19032,-5.1077934996283165
18317,-0.3712871622063651
14704,-7.366943431919613
8321,-5.051950535448012
16114,-0.8137133824763078
6390,-6.5130758384559835
6582,-13.612302926715193
9803,-12.869409183035517
13815,-3.813375941507313
1173,-9.11279006819773
12167,-6.813042703837756
27569,-6.9545701395252895
23723,-8.11289960620783
15906,3.2491207673561413
27280,-6.105529653027313
25816,-5.814381147128363
9759,-15.568792278844342
3509,-5.302070315136442
10169,-8.812822880562099
17520,-0.6329871348987443
22675,-14.545869986965965
7299,-16.494479046280794
23144,-10.14331232278973
6161,-6.112830256012289
13918,-3.3122440316783566
11182,-13.123204672455357
256,-21.672291890701622
22122,-4.260870366504797
10901,-6.2833543055316445
2633,-12.912378083121386
13260,-5.404771205077366
12174,-7.113009611252607
19638,-2.7214896515129423
16358,-2.513521649855965
18101,-0.1521910802854846
17247,1.2445178810340711
4007,-3.1315522896644716
18886,-5.039117360300119
23747,-8.312877661243027
20962,-3.627291491581808
21906,1.0559892894622598
11049,-11.06035298518076
2156,-15.817438060739901
16912,-5.013242142043061
3652,-5.321110686207262
26163,-10.77994629091193
10314,-9.300610546546848
2644,-12.412431906379545
17739,1.0177996813074537
23605,-8.664326741991957
16887,-4.61328666713912
16444,-0.7137247028986613
2617,-12.912378083121386
18001,-0.9934179841536016
17108,-4.113342428591737
14053,-4.653875645059238
24691,-5.17204766562867
16400,-2.013577901693343
19272,-5.164244084019279
27284,-5.86576460456748
19096,-4.920937141829006
4967,-23.232720840093183
2468,-11.842718381333931
3498,-5.771839081126357
14644,-4.2165915510874905
25113,-3.319678214629999
26911,-11.520526604044154
25812,-5.677875219105706
15273,-6.534692695277097
20700,-7.157936179246591
5844,-14.310332456288304
21232,-2.8490866027151265
18272,-0.4377770711308368
5593,-18.6848899593721
13986,-4.777337344073296
10067,-7.848132493452972
16651,0.2682248645930493
19147,-4.257432155429251
10485,-13.197898209520671
22063,-1.492522833381634
12371,-8.312877661243027
12830,-4.61328666713912
17707,1.2322579699421383
9580,-4.294717895020699
22119,-4.17155024335594
5571,-21.661609804005703
24496,-5.5306045802519215
27238,-6.1016770571244345
23211,-9.515477540314805
6745,-7.685791080510381
4637,-23.087077045604854
20862,-4.722315651985395
14515,-1.813600435120584
16493,-0.013804076624150658
26191,-10.770875575606503
24247,-5.073561741696568
22652,-11.8683572426884
4255,-5.9793909898822
4478,-13.677711386510543
19505,-5.0537467583024265
405,-20.71300580523527
18059,-0.14802570734222706
16537,2.137300759710922
24910,-4.221902925301409
8225,-8.190704628252522
27841,-5.141240856181229
8251,-5.7492244965679005
13575,-4.673801024293346
2272,-21.077343628506288
16970,-5.613175494509079
19664,-2.6889679795069914
11396,-10.28756808121664
952,-7.190940253455565
4854,-25.27784844950889
25579,-9.510892253829132
4944,-23.82113692888409
13689,-5.113231022444888
1290,-8.11289960620783
748,-6.801098232416375
17142,-2.8134879547974765
9597,-8.042206577600588
19404,-4.653875645059238
6016,-10.30453366054153
589,-20.720756907661862
8941,-12.081481834640831
27018,-8.901723030634926
6847,-15.669895650470163
2603,-12.612410363065193
23125,-9.714342614909967
27274,-6.199786810955426
27787,-6.3240076461733485
1887,-2.4060746178086343
15902,3.364178413767213
12325,-9.412757297866511
1064,-7.9129215698540225
25034,-3.2789974330992764
6714,-12.11246425637877
21206,-2.442704348557532
26970,-10.29136335001374
4257,-5.666725311309023
8136,-10.412648367001983
25140,-3.1623814529511565
18236,0.3783069152595361
1001,-7.170179605308737
5876,-15.269452658551733
3813,-6.3130979515531775
18171,0.07295866685900616
26087,-7.534622474153929
19852,-1.5667939686729646
16899,-5.013242142043061
27805,-5.980739620029832
28265,-12.491078360675258
13532,-4.8105684642526345
6501,-10.912594076707986
1790,0.035964079222491015
21488,-3.2570193955703663
10825,-6.794062404813915
28007,-6.0131311562265255
18040,-0.5556937212466679
951,-7.096286804807229
19377,-5.51116519301892
26200,-8.35460664642345
25621,-8.172933863114437
6393,-6.5130758384559835
26392,-12.22493432115517
20429,-4.5132978100889725
28363,-0.8121759733898913
2466,-11.623989894653691
5815,-14.823658462549744
13410,-4.736581920356839
1619,-3.0147967455123927
3646,-5.162349243499962
5519,-22.77293747137149
19216,-5.544970436237676
14075,-3.8509667573860384
22262,-8.082722430873693
3751,-4.606715083231551
21713,-2.066610394320429
5408,-20.68300444080232
20382,-5.013242142043061
3314,-9.61779676213893
22678,-15.091232318797605
27687,-10.636250995926227
21500,-2.9090050416987663
26829,-11.383351514087092
788,-7.159679766076704
16378,-2.3135441365799325
27781,-6.2590321927780215
12904,-5.613175494509079
20300,-4.011043078159982
11386,-10.327715272230092
5153,-21.460327729098204
15309,-4.267463150902544
10296,-8.998291018850422
7987,-12.11246425637877
24658,-2.61531670939518
23100,-9.80660446856987
11330,-10.413926833080321
3580,-4.5035618191766185
13543,-4.681437570139736
23393,-14.114315069238364
2199,-21.705491698773645
18048,-0.4278145744888709
19277,-5.50417497395034
28035,-6.5130758384559835
5906,-15.243566649577405
13517,-4.3908346914894825
7639,-13.211727863582304
22569,-6.3130979515531775
20413,-3.713387121819837
28161,-3.4199581692007786
5619,-17.566570727499787
21136,-2.4236741155667842
926,-8.099008991909333
9987,-7.721471251497108
6049,-9.198017656421973
21508,-2.8644436741304924
19504,-4.691767127769518
18284,-0.7188454500090975
195,-22.531975415701147
18536,-0.8400903821924821
6502,-10.912594076707986
19068,-4.442854473773059
1256,-9.612735474330787
28286,-11.767716558269615
3895,-6.0131311562265255
3131,-7.971851227135855
19952,0.6976341843465778
15974,2.2517125594569882
1659,-2.9411664435124525
16961,-5.513186590755566
5985,-11.724463462389036
3589,-5.172246765497476
8440,-0.013804076624150658
26072,-7.785128824014679
18436,-4.113342428591737
15279,-6.605462504755413
16323,-2.513521649855965
19702,-2.5704088865623453
16914,-5.113231022444888
11865,-8.099852577991456
6132,-6.9347085143273
9818,-11.719241413429794
1187,-9.3127682166399
21847,-0.4111628431947594
4806,-25.95399060850156
20873,-3.2486183945296245
18425,-3.713387121819837
250,-21.333237639848708
22935,-12.790616430667068
12476,-3.0452150110132004
25541,-12.032758766490344
14730,-6.4468837995327215
17353,-1.0383325430644508
23564,-10.004647174930325
23550,-9.984233925067329
26832,-10.870469824358564
26811,-10.568052945303249
9447,0.8860935351800333
4567,-19.91319738114524
5222,-20.44398977495366
27625,-9.040317882829592
18744,-5.382094886068705
627,-21.391276136229717
17898,-0.2353643533749803
2439,-12.045694840354034
19420,-4.311982296937609
10110,-7.9129215698540225
3649,-5.148770436411541
2067,-13.986660567131945
2115,-18.56277636197807
4687,-26.377090720713447
1806,0.486139087748028
26712,-8.812822880562099
16777,-3.013465514776797
13787,-6.0131311562265255
17439,-0.4815718939010588
23861,-9.612735474330787
28319,-6.441066906463437
20634,-1.7275361029058038
15054,-7.113009611252607
11513,-9.293058951159745
12899,-6.0131311562265255
14997,-6.1131200833317365
13346,-6.148151209492288
16982,-5.513186590755566
1726,-2.640736601487596
15823,3.791383108618666
19695,-2.5550319898593044
717,-7.430507342202362
3534,-5.2519855983079955
4804,-25.413346942955588
8024,-12.212453468375333
2474,-11.483674239965953
6124,-7.01995311492091
5134,-21.643049685281163
16834,-4.013353594893261
18115,0.1889472599127812
20034,-4.0273513680725594
7860,-9.509361823535516
16866,-4.5132978100889725
25387,0.2057727656817732
10248,-7.121256684357827
7993,-12.11246425637877
1137,-8.312877661243027
8392,-4.083031510461706
24245,-5.6324990177342436
3991,-4.256035584138823
21776,-2.0548453679242384
20840,-5.8340792678352775
13949,-3.20221799505867
17046,-6.3130979515531775
15401,-5.3214077122880274
9830,-10.996372638998373
8498,-2.785277742087991
9434,0.486139087748028
440,-20.720756907661862
10792,-6.636427969304526
11704,-6.449054562150992
25672,-8.5762876610083
14235,-2.513521649855965
2941,-7.893294892746372
9519,1.3860364893879027
15936,2.3133077442940957
25268,-2.5456552575629234
21745,-2.8748021226147404
9042,-15.821591851939676
846,-11.799879833642109
21504,-3.001166357680009
15941,2.235241750086464
14164,-3.864919551869517
16054,0.5243160864078632
3570,-5.018079421019198
12917,-6.1131200833317365
297,-21.062199541937336
26433,-9.986226627984552
2417,-12.224373951008436
7648,-12.630249832373085
1072,-8.312877661243027
22990,-10.365741665032164
27200,-6.374342020617932
20184,-3.3645277320082085
24814,-5.954335973301458
11503,-9.276266741651263
15600,-1.6758318404336758
9201,-10.879147051440349
23028,-11.033694457434766
27539,-5.964248723663603
27534,-6.5057280296671225
5963,-13.414542299027708
22143,-7.473171628717487
24165,-7.209112062220143
7839,-9.24416130913999
18156,0.04321453800319254
18594,-1.5806916062268987
740,-7.773119059583162
28540,0.6765260878239733
24252,-6.071666895336929
25088,-3.075321501785065
6128,-6.936419685053707
23148,-10.001940815162113
3254,-8.220241181676059
4629,-21.682246908034887
2125,-17.882120530334394
6422,-7.013020637443981
20825,-5.762608181100088
300,-20.981574201770425
3393,-9.147790530381778
13467,-4.581636250445312
19105,-4.750562990497343
12645,-4.148936740017237
16481,-0.5137473577543362
12234,-7.9129215698540225
11870,-7.8529679925514015
10983,-7.755595525767385
23841,-9.612735474330787
3414,-6.316409758028952
26629,-8.114250228188334
5875,-15.235783248213993
23720,-7.9129215698540225
15844,3.654345489208932
19297,-5.637218761181017
26485,-9.387869701593344
8549,-3.5482939750728795
7082,-17.61009598496804
12355,-9.612735474330787
23663,-7.929389123749522
16131,-0.5137473577543362
10842,-6.75565638308416
6131,-6.906760899957969
11935,-8.993344804989674
4229,-4.981113478014478
26475,-9.070577340978287
14105,-4.210715178016455
24513,-5.3537668009197175
16688,-0.7245939759787678
215,-22.078757494491406
21441,-3.4975692857448
28466,0.9414378389008342
16648,0.6173590456688066
20669,-4.563340132164794
7145,-16.84311929570935
12601,-3.9159590320151065
9312,1.482226223376668
11776,-6.801847904295681
2178,-17.928462720435125
23112,-10.211213355955456
6748,-7.464765684303901
3051,-8.124133877307889
17144,-2.8134879547974765
8841,-9.507716613901517
24985,-5.136056800156171
18108,-0.013215489511069682
6011,-10.317615200534624
18183,0.12394629670425154
19129,-4.710036941799382
17924,-0.055438822730729295
2068,-13.702017610443585
21891,0.18347856096423365
11679,-6.412090460722222
23133,-9.91278273935333
16177,-3.2134430934374394
16467,-0.7137247028986613
18827,-5.4362933113020215
10963,-6.979168849035733
21075,-2.83024086220572
13799,-5.113231022444888
10399,-12.496759405287644
22158,-8.309786786650077
7653,-12.932393811947751
5352,-22.40642526646731
14327,-5.013242142043061
8444,-0.013804076624150658
1302,-7.013020637443981
18315,-0.2467351519133069
25535,-11.236468768330477
2062,-13.310011331220212
27695,-11.86167270597976
3551,-4.99228030385903
11608,-10.612626636873317
26496,-9.427345844444188
14893,-5.249268931000747
5766,-15.609780931546776
18120,0.18498973885643505
25192,-1.8004850041948959
19596,-3.5032140037335986
12576,-3.599455281759828
6111,-7.319774550732279
2469,-11.842718381333931
8427,-0.8360083140165927
9839,-10.556044961546203
26156,-8.310048211066858
18662,-3.7862932343848152
15958,2.292830426801511
10046,-7.855703700657146
26435,-9.909495511174656
961,-6.993971406882482
25566,-9.621402715880999
9998,-7.680778146308737
6375,-6.5130758384559835
10499,-13.331731385768185
4513,-17.864084166037603
15472,-4.290772600403736
13261,-5.961711384408164
28025,-6.0131311562265255
20806,-4.137461455385136
17794,1.943059786675556
25763,-6.25556812939716
16556,2.091178455688567
21968,2.9849593738082123
11750,-9.622384022176426
26738,-6.83916299522464
19255,-5.62921466208252
3601,-5.627765089940443
14396,-5.31320879725955
14681,-5.2802717892142566
1507,-3.4390143686764647
8378,-4.451489805711982
18697,-5.968776549444677
9375,2.485910577657492
1317,-5.83190588027478
5046,-22.29254429131973
8573,-7.626989053667168
12434,-3.472609211855398
27914,-4.911782108360799
4821,-24.46002860822035
24582,-5.31320879725955
1636,-2.61778779921566
18298,-0.8297966773884601
23007,-10.157424246645254
12421,-4.2334602035541575
12498,-2.545476241945271
10326,-9.436749193185292
26040,-5.997475307820704
15723,1.4860250662185281
19864,-2.005529954436176
6798,-13.566031942594213
1516,-3.991726954930877
1468,-4.066608035806615
15265,-7.0788720811263
18300,-0.6926024217882178
23553,-10.237571852728477
5553,-20.189304083155978
5788,-15.402633240262078
18369,-1.5819877898967425
12834,-4.61328666713912
123,-25.138656794196912
8272,-5.051949636050776
13088,-6.3130979515531775
4286,-7.4057255586431685
19757,-1.8940026708222888
21715,-1.8553272603497104
9287,-9.12815140041755
6960,-17.820058821630703
24775,-6.129515259052054
8919,-11.02980559284199
7754,-9.44712482655417
21695,-2.9229984956439994
25216,-1.3440640365561276
5833,-15.0794027768679
21702,-2.289269034340082
247,-21.348629198483213
16352,-2.513521649855965
25839,-5.994922243356539
7936,-10.983791374028698
1402,-6.551071744462543
10465,-13.179781120634562
10830,-6.79943721294024
14996,-6.3130979515531775
5491,-20.491226230541088
19230,-5.621816564711366
14948,-5.767505980539242
16501,0.8860935351800333
20997,-3.377998678728975
9609,-7.865597846923587
6238,-5.851448299685836
6961,-17.657396005201647
3435,-6.480235617199898
18832,-4.28442218546665
12732,-4.109822537189735
6717,-11.212561558575851
12940,-6.813042703837756
12558,-3.5182449000685034
22268,-7.767662118799723
24418,-5.736338206587213
13429,-4.941765624125331
3338,-8.934955022300002
5868,-15.25260750634899
3987,-3.657618689571081
21406,-3.3424819836489683
1243,-9.812713669476473
24937,-4.006785102029092
3771,-4.6469304867949335
24808,-7.345765465127967
3457,-5.907478239803437
1495,-3.622056973930698
22526,-6.1131200833317365
22058,-1.9455243670646447
22506,-6.3130979515531775
9417,0.3861504642142309
15975,2.152844710498578
18382,-2.013577901693343
15108,-6.613064788912897
18031,-0.7836587606647382
26145,-9.377521221689024
8411,-3.4825886364476606
22880,-13.952840067177608
8861,-8.075906469606311
13715,-5.113231022444888
21239,-2.9219530581511317
26710,-8.812822880562099
26236,-10.917825618837805
21234,-2.8456210309971026
6159,-6.141395077721658
12081,-5.6945984287877724
16783,-3.3134318897732564
23986,-9.7221362976006
26424,-10.322305640083837
24437,-5.799652982574288
25554,-11.797164913439849
5346,-22.077160548111774
9920,-8.979296752251171
6188,-5.645603617868956
5191,-20.52846783574886
28097,-6.813042703837756
12739,-3.8754225311903165
26939,-9.631787024485938
19091,-5.0024627654085085
26005,-7.812932558682637
9319,1.3892531520972122
105,-26.09915157236288
19912,-0.4377770711308368
15156,-6.613064788912897
21704,-1.9059767596722608
17267,0.7655711603412484
14810,-5.9963148218773625
11061,-10.690438427272019
3801,-6.0131311562265255
26445,-9.924559345758583
15433,-5.047553559552816
16385,-2.3135441365799325
23689,-7.968715059184875
24887,-4.956817537233194
11353,-11.469178989324119
14793,-5.611249966288737
5647,-16.45535999705822
18463,-3.5134094964558824
20020,-2.4773351904291148
14769,-5.829326445895532
12776,-3.9013300044065313
25980,-7.812932558682637
25247,-1.7468877848811295
7699,-10.739956259776056
8893,-8.353993917408356
4971,-23.278780121507047
3592,-5.0024627654085085
14210,-2.781361085123017
27748,-7.6625339145167874
27216,-6.352365308227864
11878,-8.918171475075189
13791,-6.0131311562265255
411,-20.71300580523527
10119,-7.890770777813473
11795,-6.047058178066977
20945,-3.5981925508083816
98,-26.84866904520901
23139,-10.278133647836032
13453,-4.680200926884259
18790,-5.7364664533899115
17609,-0.14455966741370535
4627,-20.97391707453366
14588,0.3861504642142309
24659,-2.6364737831011955
17024,-6.0131311562265255
25267,-2.600787671970834
8240,-6.522267976102957
563,-20.930064419239763
21309,-2.6795002095951013
13189,-2.078001511382989
4405,-14.747671270201035
14042,-4.016231573480422
7027,-17.820876222556922
11381,-11.175618932189224
1352,-4.632109386803289
7898,-9.612735474330787
7879,-9.566738887614758
18673,-4.68564153322935
7376,-16.14528019476103
25585,-9.488420208054693
27404,-7.113009611252607
19499,-4.981113478014478
1238,-9.812713669476473
12889,-5.813153316027124
11384,-11.1455756595995
12227,-7.812932558682637
26354,-12.595953561625672
3690,-5.613175494509079
2670,-9.329632691980043
23233,-11.785774974793322
19306,-5.429275566117479
